"code";"metric";"sen";"Treat";"term";"stable";"lat";"lon";"AI";"MAT";"pre_S";"MAP";"maxT_m";"meanT_Q";"Pdry_Q";"mean_10cm.sm";"mean_40cm.sm";"mean_1m.sm"
"Moloney et al, 2019_150";"DEN";57.1156592027923;"P";"1";"1";35.16;-116.89;0.0436;17.7749998526027;51.219786205128;124;37.2999992370605;28.0166660944621;13;14.35155662;39.88356231;71.23406653
"Moloney et al, 2019_151";"DEN";64.7310803923973;"P";"1";"1";35.16;-116.89;0.0436;17.7749998526027;51.219786205128;124;37.2999992370605;28.0166660944621;13;14.35155662;39.88356231;71.23406653
"Moloney et al, 2019_152";"DEN";6.97271849862857;"P";"1";"1";35.16;-116.89;0.0436;17.7749998526027;51.219786205128;124;37.2999992370605;28.0166660944621;13;14.35155662;39.88356231;71.23406653
"Moloney et al, 2019_153";"DEN";5.56321356929601;"P";"1";"1";35.16;-116.89;0.0436;17.7749998526027;51.219786205128;124;37.2999992370605;28.0166660944621;13;14.35155662;39.88356231;71.23406653
"Nilsson et al., 2002_115";"SP";-0.104319386291419;"N";"2";"1";65.5;19;1.284;-0.595833301544189;34.9960030926313;647;15.3999996185303;11.1499999364217;99;31.46283996;58.86195008;91.94626355
"Olsen & Klanderub, 2014_92";"SP";8.03921568627451;"W";"2";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Olsen & Klanderub, 2014_92";"DEN";-0.828089800218194;"WN";"2";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Olsen & Klanderub, 2014_92";"SP";1.49019607843137;"WN";"2";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Olsen & Klanderub, 2014_92";"SP";0.147058823529412;"N";"2";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Olsen & Klanderub, 2014_92";"DEN";0.5995098762676;"N";"2";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Olsen & Klanderub, 2014_92";"DEN";-8.52366448175874;"W";"2";"1";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Olsen & Klanderub, 2014_93";"DEN";1.59792726664887;"N";"2";"2";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Olsen & Klanderub, 2014_93";"SP";-0.359116022099449;"N";"2";"2";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Olsen & Klanderub, 2014_93";"DEN";-0.144841827031023;"WN";"2";"2";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Olsen & Klanderub, 2014_93";"SP";-5.52486187845304;"W";"2";"2";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Olsen & Klanderub, 2014_93";"DEN";2.56095293471012;"W";"2";"2";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Olsen & Klanderub, 2014_93";"SP";0;"WN";"2";"2";60.6;7.52;2.4545;-1.65000003824631;26.362194894693;1170;11.1999998092651;7.26666665077209;189;35.26732915;65.34679915;99.40767204
"Parra & Moreno, 2018_119";"COV";0.417318733474244;"D";"1";"2";39.42;-4.07;0.297;13.1666667461395;42.0583228459478;455;28.7000007629395;22.5333336194356;45;20.94787556;44.37015778;74.11997994
"Parra & Moreno, 2018_119";"Ratio_S";31.7974859621815;"D";"1";"2";39.42;-4.07;0.297;13.1666667461395;42.0583228459478;455;28.7000007629395;22.5333336194356;45;20.94787556;44.37015778;74.11997994
"Parra & Moreno, 2018_119";"SP";12.2287968379679;"D";"1";"2";39.42;-4.07;0.297;13.1666667461395;42.0583228459478;455;28.7000007629395;22.5333336194356;45;20.94787556;44.37015778;74.11997994
"Parra & Moreno, 2018_119";"H";11.8750000145208;"D";"1";"2";39.42;-4.07;0.297;13.1666667461395;42.0583228459478;455;28.7000007629395;22.5333336194356;45;20.94787556;44.37015778;74.11997994
"Parra & Moreno, 2018_120";"SP";9.68262506777965;"D";"1";"2";39.42;-4.07;0.297;13.1666667461395;42.0583228459478;455;28.7000007629395;22.5333336194356;45;20.94787556;44.37015778;74.11997994
"Parra & Moreno, 2018_120";"COV";0.625978094918993;"D";"1";"2";39.42;-4.07;0.297;13.1666667461395;42.0583228459478;455;28.7000007629395;22.5333336194356;45;20.94787556;44.37015778;74.11997994
"Parra & Moreno, 2018_120";"Ratio_S";18.0587682254087;"D";"1";"2";39.42;-4.07;0.297;13.1666667461395;42.0583228459478;455;28.7000007629395;22.5333336194356;45;20.94787556;44.37015778;74.11997994
"Parra & Moreno, 2018_120";"H";7.04545455570455;"D";"1";"2";39.42;-4.07;0.297;13.1666667461395;42.0583228459478;455;28.7000007629395;22.5333336194356;45;20.94787556;44.37015778;74.11997994
"Parra & Moreno, 2018_121";"SP";4.69291979635963;"P";"1";"2";39.42;-4.07;0.297;13.1666667461395;42.0583228459478;455;28.7000007629395;22.5333336194356;45;20.94787556;44.37015778;74.11997994
"Parra & Moreno, 2018_121";"Ratio_S";-6.62299330583763;"P";"1";"2";39.42;-4.07;0.297;13.1666667461395;42.0583228459478;455;28.7000007629395;22.5333336194356;45;20.94787556;44.37015778;74.11997994
"Parra & Moreno, 2018_121";"COV";9.28174411737487;"P";"1";"2";39.42;-4.07;0.297;13.1666667461395;42.0583228459478;455;28.7000007629395;22.5333336194356;45;20.94787556;44.37015778;74.11997994
"Parra & Moreno, 2018_121";"H";5.60344829883621;"P";"1";"2";39.42;-4.07;0.297;13.1666667461395;42.0583228459478;455;28.7000007629395;22.5333336194356;45;20.94787556;44.37015778;74.11997994
"Penuelas et al., 2007_1";"ANPP";112.698551217992;"W";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Penuelas et al., 2007_1";"ANPP";-4.16603537401689;"D";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Penuelas et al., 2007_1";"SP";-14.4032922374503;"W";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Penuelas et al., 2007_1";"SP";-5.8909970073124;"D";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Penuelas et al., 2007_3";"SP";6.2493024478919;"D";"1";"1";56.38;10.9;0.7314;8.32500010977189;23.1107476188642;547;18.5;15.8000003496806;93;24.52967811;48.46799853;77.86845505
"Penuelas et al., 2007_3";"SP";9.68962519813876;"W";"1";"1";56.38;10.9;0.7314;8.32500010977189;23.1107476188642;547;18.5;15.8000003496806;93;24.52967811;48.46799853;77.86845505
"Penuelas et al., 2007_5";"SP";0.679964598323153;"D";"1";"1";46.88;19.38;0.4723;10.6833333099882;24.2760944200106;521;25.6000003814697;20.733333269755;86;23.20288537;45.25872433;70.60602044
"Penuelas et al., 2007_5";"SP";6.52128547579299;"W";"1";"1";46.88;19.38;0.4723;10.6833333099882;24.2760944200106;521;25.6000003814697;20.733333269755;86;23.20288537;45.25872433;70.60602044
"Penuelas et al., 2007_6";"ANPP";22.691434671901;"W";"1";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Penuelas et al., 2007_6";"SP";-5.02838012743928;"D";"1";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Penuelas et al., 2007_6";"ANPP";-10.0650661302474;"D";"1";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Penuelas et al., 2007_6";"SP";20.0617282407407;"W";"1";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Penuelas et al., 2007_9";"SP";6.27649168568633;"W";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Penuelas et al., 2007_9";"SP";-7.73734020264713;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Picchioni et al 2012_137";"AGB";19.899543945296;"P";"1";"1";32.27;-106.9;0.1072;16.0583333770434;75.1845794125411;260;36.5;26;20;14.35199314;32.25012563;51.71930144
"Post & Pedersen, 2008_31";"Ratio_S";1.01070496040961;"W";"2";"1";67.11;-50.37;0.4223;-4.83333336810271;53.1994079512026;218;13;7.91666674613953;27;25.39707191;49.83762479;85.42022332
"Post & Pedersen, 2008_31";"DEN";4.45912238328102;"W";"2";"1";67.11;-50.37;0.4223;-4.83333336810271;53.1994079512026;218;13;7.91666674613953;27;25.39707191;49.83762479;85.42022332
"Post & Pedersen, 2008_31_1";"Ratio_S";6.53734607521514;"W";"2";"1";67.11;-50.37;0.4223;-4.83333336810271;53.1994079512026;218;13;7.91666674613953;27;25.39707191;49.83762479;85.42022332
"Post & Pedersen, 2008_31_1";"DEN";2.8974169607164;"W";"2";"1";67.11;-50.37;0.4223;-4.83333336810271;53.1994079512026;218;13;7.91666674613953;27;25.39707191;49.83762479;85.42022332
"Press et al., 1998_29";"Ratio_S";2.5704050081302;"W";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Press et al., 1998_29";"Ratio_S";1.43588043807167;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Press et al., 1998_29";"AGB";2.66702952782692;"W";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Press et al., 1998_29";"DEN";6.29800308216887;"W";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Press et al., 1998_29";"AGB";-0.2710027100271;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Press et al., 1998_29";"AGB_S";1.12596497834683;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Press et al., 1998_29";"AGB";-5.49779617809097;"P";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Press et al., 1998_29";"AGB_S";-6.19586592543125;"P";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Press et al., 1998_29";"DEN";3.54697974469434;"P";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Press et al., 1998_29";"Ratio_S";-0.747817028565256;"P";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Press et al., 1998_29";"DEN";1.62995595120175;"N";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Press et al., 1998_29";"AGB_S";5.44309491677912;"W";"1";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Prieto et al., 2009a_132";"AGB";-3.14558483618144;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Prieto et al., 2009a_132";"AGB";7.21726189148622;"W";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Prieto et al., 2009b_161";"SP";6.0319227855627;"W";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Prieto et al., 2009b_161";"SP";-7.86677528741699;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Reinsch et al 2017_1";"ANPP";-5.68728424181559;"W";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Reinsch et al 2017_1";"AGB";3.37334418838411;"W";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Reinsch et al 2017_1";"ANPP";-3.41241983727441;"D";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Reinsch et al 2017_1";"AGB";1.58346457152281;"D";"2";"1";53.05;-3.47;2.103;7.57916672714055;22.7321179501129;1345;16;12.6666668256124;249;29.21033199;58.18200339;96.45185647
"Reinsch et al 2017_2";"AGB";-10.1062418790174;"D";"2";"1";55.88;11.97;0.8024;8.28333328819523;23.0879510940036;579;18.7999992370605;16.4166665077209;101;23.20288537;45.25872433;70.60602044
"Reinsch et al 2017_2";"AGB";12.0235036492365;"W";"2";"1";55.88;11.97;0.8024;8.28333328819523;23.0879510940036;579;18.7999992370605;16.4166665077209;101;23.20288537;45.25872433;70.60602044
"Reinsch et al 2017_2";"ANPP";15.2055230446306;"W";"2";"1";55.88;11.97;0.8024;8.28333328819523;23.0879510940036;579;18.7999992370605;16.4166665077209;101;23.20288537;45.25872433;70.60602044
"Reinsch et al 2017_2";"ANPP";-0.120736985969811;"D";"2";"1";55.88;11.97;0.8024;8.28333328819523;23.0879510940036;579;18.7999992370605;16.4166665077209;101;23.20288537;45.25872433;70.60602044
"Reinsch et al 2017_3";"ANPP";-10.3144933436972;"W";"2";"1";56.38;10.9;0.7314;8.32500010977189;23.1107476188642;547;18.5;15.8000003496806;93;24.52967811;48.46799853;77.86845505
"Reinsch et al 2017_3";"AGB";-28.9652565245653;"D";"2";"1";56.38;10.9;0.7314;8.32500010977189;23.1107476188642;547;18.5;15.8000003496806;93;24.52967811;48.46799853;77.86845505
"Reinsch et al 2017_3";"ANPP";-46.0038060630461;"D";"2";"1";56.38;10.9;0.7314;8.32500010977189;23.1107476188642;547;18.5;15.8000003496806;93;24.52967811;48.46799853;77.86845505
"Reinsch et al 2017_3";"AGB";-14.9580035690114;"W";"2";"1";56.38;10.9;0.7314;8.32500010977189;23.1107476188642;547;18.5;15.8000003496806;93;24.52967811;48.46799853;77.86845505
"Reinsch et al 2017_4";"ANPP";-29.0073418387331;"D";"2";"1";52.4;5.92;1.0105;9.52916667920848;15.1764360816447;790;20;16.3666666348775;158;21.62406749;43.0243323;69.49518363
"Reinsch et al 2017_4";"ANPP";-35.1412711320176;"W";"2";"1";52.4;5.92;1.0105;9.52916667920848;15.1764360816447;790;20;16.3666666348775;158;21.62406749;43.0243323;69.49518363
"Reinsch et al 2017_4";"AGB";-8.14188144923475;"D";"2";"1";52.4;5.92;1.0105;9.52916667920848;15.1764360816447;790;20;16.3666666348775;158;21.62406749;43.0243323;69.49518363
"Reinsch et al 2017_4";"AGB";41.9489189203614;"W";"2";"1";52.4;5.92;1.0105;9.52916667920848;15.1764360816447;790;20;16.3666666348775;158;21.62406749;43.0243323;69.49518363
"Reinsch et al 2017_5";"AGB";-5.90770342450173;"D";"2";"1";46.88;19.38;0.4723;10.6833333099882;24.2760944200106;521;25.6000003814697;20.733333269755;86;23.20288537;45.25872433;70.60602044
"Reinsch et al 2017_5";"ANPP";20.2218223831374;"W";"2";"1";46.88;19.38;0.4723;10.6833333099882;24.2760944200106;521;25.6000003814697;20.733333269755;86;23.20288537;45.25872433;70.60602044
"Reinsch et al 2017_5";"AGB";97.4044570386392;"W";"2";"1";46.88;19.38;0.4723;10.6833333099882;24.2760944200106;521;25.6000003814697;20.733333269755;86;23.20288537;45.25872433;70.60602044
"Reinsch et al 2017_5";"ANPP";-4.28988872700335;"D";"2";"1";46.88;19.38;0.4723;10.6833333099882;24.2760944200106;521;25.6000003814697;20.733333269755;86;23.20288537;45.25872433;70.60602044
"Reinsch et al 2017_6";"AGB";-17.5879024852632;"D";"2";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Reinsch et al 2017_6";"ANPP";-35.770367194322;"D";"2";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Reinsch et al 2017_6";"AGB";-22.7272727272727;"W";"2";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Reinsch et al 2017_6";"ANPP";-4.08017448856797;"W";"2";"1";40.62;8.17;0.5542;15.9916667143504;55.6133582507165;768;25.8999996185303;22.4333333969116;54;32.20916715;58.09020031;89.2836609
"Reinsch et al 2017_9";"AGB";9.92298543754336;"W";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Reinsch et al 2017_9";"ANPP";12.4164602910744;"W";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Reinsch et al 2017_9";"ANPP";-3.31246602763886;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Reinsch et al 2017_9";"AGB";-2.90913234442811;"D";"2";"2";41.3;1.82;0.4638;14.8125001490116;29.6307761205334;637;27.7000007629395;22.3500003814697;122;29.11966175;58.4311924;97.45669906
"Richardson et al., 2002_28";"AGB";7.34126984512708;"W";"2";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Richardson et al., 2002_28";"Ratio_S";-1.60530698983401;"N";"2";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Richardson et al., 2002_28";"AGB_S";-0.693069306930693;"WN";"2";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Richardson et al., 2002_28";"AGB";0.476190476255669;"WN";"2";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Richardson et al., 2002_28";"Ratio_S";-0.891007600559034;"WN";"2";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Richardson et al., 2002_28";"AGB_S";9.9009900990099;"W";"2";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Richardson et al., 2002_28";"AGB_S";-1.18811881188119;"N";"2";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Richardson et al., 2002_28";"Ratio_S";1.4760783412785;"W";"2";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Richardson et al., 2002_28";"AGB";0.595238095661848;"N";"2";"1";68.35;18.82;0.5948;0.320833320418994;44.8516448231835;334;15;10.4166667461395;45;33.88359284;63.05336236;96.45167948
"Rinnan et al 2009_72";"COV";6.19212650315465;"W";"2";"1";69.5;20.83;0.8132;2.18333331247171;29.2830858250811;467;16.6000003814697;11.8666667143504;77;28.02245824;50.76927366;83.31446091
"Rinnan et al 2009_72";"Ratio_S";10.5076260332984;"W";"2";"1";69.5;20.83;0.8132;2.18333331247171;29.2830858250811;467;16.6000003814697;11.8666667143504;77;28.02245824;50.76927366;83.31446091
"Rinnan et al 2009_73";"Ratio_S";2.83986808354709;"W";"2";"2";69.5;20.83;0.8132;2.18333331247171;29.2830858250811;467;16.6000003814697;11.8666667143504;77;28.02245824;50.76927366;83.31446091
"Rinnan et al 2009_73";"COV";-7.02024014676251;"W";"2";"2";69.5;20.83;0.8132;2.18333331247171;29.2830858250811;467;16.6000003814697;11.8666667143504;77;28.02245824;50.76927366;83.31446091
"She et al 2016_61";"COV";3.95678502241117;"IN";"1";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2016_61";"COV";47.9975225547128;"P";"1";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2016_61";"COV";2.8901734211701;"N";"1";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2016_61_1";"COV";8.77374065969371;"P";"1";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2016_61_2";"COV";0.645127995796897;"IN";"1";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2020_61";"Ratio_S";-37.4423963082709;"P";"1";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2020_61";"Ratio_S";-7.06954336029465;"IN";"1";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2020_61";"Ratio_S";-3.39687194566718;"N";"1";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2020_61_1";"Ratio_S";-22.9105571794261;"P";"1";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2020_61_2";"Ratio_S";-4.97486384764933;"IN";"1";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2021_63";"ANPP";91.5506733105465;"P";"2";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2021_63";"ANPP";26.5446334198136;"IN";"2";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2021_63";"ANPP";8.89065052368598;"N";"2";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2021_63";"Ratio_S";-5.08764401445996;"IN";"2";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2021_63";"Ratio_S";-2.58510831967959;"N";"2";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2021_63";"Ratio_S";-13.1661075134587;"P";"2";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2021_63_1";"ANPP";103.364493678705;"P";"2";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2021_63_1";"Ratio_S";0.29258016696576;"P";"2";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2021_63_1";"Ratio_S";-4.80725468778445;"IN";"2";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"She et al 2021_63_1";"ANPP";12.6867733256462;"IN";"2";"1";37.07;106.5;0.2326;8.19583336512248;93.9142594768082;315;27.6000003814697;20.4833334287008;5;17.73191608;41.72286451;72.22982393
"Shi et al., 2021_125";"SP";-17.5353535353535;"W";"2";"1";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Shi et al., 2021_125";"AGB";11.7555165006835;"W";"2";"1";37.62;101.2;0.4532;-1.27916668603818;99.70487680135;465;18.7000007629395;9.58333349227905;6;14.54985507;27.89168716;35.7823995
"Sistla et al 2013; Demarco et al 2014_43";"AGB";57.654242998526;"W";"2";"1";68.63;-149.57;0.4973;-8.74999993046125;65.6299545761071;239;16.1000003814697;9.86666671435038;26;22.20859453;46.73294858;68.19027065
"Smith et al., 2007_66";"COV";58.461538482451;"P";"1";"2";36.82;-115.92;0.0483;15.5125001817942;40.5815153656292;130;37.9000015258789;26.6333340009054;18;14.23025878;37.75741485;66.85188096
"Smith et al., 2007_66";"COV";-8.71794867388298;"N";"1";"2";36.82;-115.92;0.0483;15.5125001817942;40.5815153656292;130;37.9000015258789;26.6333340009054;18;14.23025878;37.75741485;66.85188096
"Smith et al., 2007_66";"COV";106.666666783179;"IN";"1";"2";36.82;-115.92;0.0483;15.5125001817942;40.5815153656292;130;37.9000015258789;26.6333340009054;18;14.23025878;37.75741485;66.85188096
"Smith et al., 2007_66_1";"COV";20.2564103079448;"IN";"1";"2";36.82;-115.92;0.0483;15.5125001817942;40.5815153656292;130;37.9000015258789;26.6333340009054;18;14.23025878;37.75741485;66.85188096
"Smith et al., 2007_66_1";"COV";0.384615398806049;"N";"1";"2";36.82;-115.92;0.0483;15.5125001817942;40.5815153656292;130;37.9000015258789;26.6333340009054;18;14.23025878;37.75741485;66.85188096
"Smith et al., 2007_67";"COV";65.1162790523598;"P";"1";"2";36.82;-115.92;0.0483;15.5125001817942;40.5815153656292;130;37.9000015258789;26.6333340009054;18;14.23025878;37.75741485;66.85188096
"Smith et al., 2007_67";"COV";67.4418603857581;"IN";"1";"2";36.82;-115.92;0.0483;15.5125001817942;40.5815153656292;130;37.9000015258789;26.6333340009054;18;14.23025878;37.75741485;66.85188096
