"code";"metric";"sen";"Treat";"term";"stable";"lat";"lon";"AI";"MAT";"pre_S";"MAP";"maxT_m";"meanT_Q";"Pdry_Q";"mean_10cm.sm";"mean_40cm.sm";"mean_1m.sm"
"Zong et al., 2016_106";"H";-0.587048614599437;"WN";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_107";"SP";-1.31733877863909;"WN";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_107";"H";0.591488482106129;"WN";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_107";"SP";-18.837944534539;"W";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_107";"H";-0.699300699300699;"N";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_107";"H";-15.3787004357298;"W";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zong et al., 2016_107";"SP";-0.552079499447921;"N";"1";"1";41.53;127.57;0.9048;2.54583315302928;95.4532106091821;791;25.8999996185303;17.6666665077209;33;26.57587586;54.70400901;90.5434385
"Zuo et al., 2020_126";"H";-0.743632645473137;"D";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_126";"DEN";-69.0656391740891;"D";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_126";"SP";-7.41137233911146;"D";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_126";"AGB";-77.0910758870165;"D";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_127";"SP";-27.9178818974771;"D";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_127";"AGB";-86.3222814228352;"D";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_127";"DEN";-141.382355928143;"D";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_127";"H";-14.501726263184;"D";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_128";"AGB";-42.3193196971313;"D";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_128";"DEN";-60.9155868653709;"D";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_128";"SP";0;"D";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_128";"H";2.23062424019362;"D";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_129";"SP";67.1881985905299;"P";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_129";"DEN";-70.6416049363125;"P";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_129";"H";24.5368666421298;"P";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_130";"SP";50.1533630547598;"P";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_130";"AGB";-21.1635545034246;"P";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_130";"H";29.003452526368;"P";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_130";"DEN";-19.4921871985774;"P";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_131";"SP";14.8282029124238;"P";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_131";"DEN";13.8279694753549;"P";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_131";"H";11.9025036172452;"P";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_131";"AGB";-6.51787216189685;"P";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
"Zuo et al., 2020_131";"AGB";22.8212430628548;"P";"1";"1";41.42;106.97;0.0978;4.67499988526106;95.0110217925975;152;26.7999992370605;19.6833329200745;7;15.02576363;38.96031008;69.42356404
